MA/PDP PSC, MA/PDP TFN, MS PSC, MS TFN, Date Added, Date Updated, Site, Employer Group Indicator,Endorsed Group Indicator, Group Effective Date, Site Name, Group Number,Contract Number, PBP Number, Employer Id, Branch Id, Contract Year, Subdomain
880437,1-877-517-5275,2B5,1-866-896-5739,01/10/2013,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,29C,1-866-537-0990,12/21/2012,12/21/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,29E,1-866-537-1280,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,29F,1-866-537-1482,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,29G,1-866-537-1991,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,29H,1-866-537-8716,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,2AQ,1-866-877-2903,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,2AR,1-866-877-9027,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,2AS,1-866-877-9143,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,2AT,1-866-877-9470,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880437,1-877-517-5275,2AU,1-866-877-9979,12/21/2012,12/27/2012,AARPMedicarePlans,N,,,,,,,,,,
880438,1-877-520-3987,9RH,1-866-370-5727,05/12/2012,05/12/2012,AARPMedicarePlans,N,,,,,,,,,,
880438,1-877-520-3987,9RG,1-866-370-5615,05/12/2012,05/12/2012,AARPMedicarePlans,N,,,,,,,,,,
880438,1-877-520-3987,9RF,1-866-362-5445,05/12/2012,05/12/2012,AARPMedicarePlans,N,,,,,,,,,,
880438,1-877-520-3987,8JF,1-866-387-7551,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880439,1-877-696-3370,6M7,1-877-470-7004,11/29/2012,11/29/2012,AARPMedicarePlans,N,,,,,,,,,,
880439,1-877-696-3370,6LX,1-877-470-6999,11/29/2012,11/29/2012,AARPMedicarePlans,N,,,,,,,,,,
880439,1-877-696-3370,6LT,1-877-470-6998,11/29/2012,11/29/2012,AARPMedicarePlans,N,,,,,,,,,,
880440,1-877-516-8165,9RB,1-866-362-3443,05/12/2012,05/12/2012,AARPMedicarePlans,N,,,,,,,,,,
880440,1-877-516-8165,87A,1-888-892-5744,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5LY,1-866-434-6901,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5LZ,1-866-435-0943,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M2,1-866-436-0777,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M3,1-866-436-1540,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M5,1-866-437-8833,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M6,1-866-437-9401,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M7,1-866-437-9699,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M8,1-866-439-5558,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5M9,1-866-516-6640,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26D,1-866-443-9154,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26F,1-866-444-9170,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26J,1-866-451-3383,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26K,1-866-451-7557,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26M,1-866-451-7699,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26N,1-866-451-9669,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26R,1-866-503-6968,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5U4,1-866-403-4541,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5U5,1-866-843-4610,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5U8,1-866-847-1818,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UF,1-866-852-5244,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UG,1-866-852-8757,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,22S,1-800-874-0165,04/07/2015,04/07/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27G,1-800-891-6754,04/07/2015,04/07/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2G9,1-866-228-6672,04/07/2015,04/07/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RW,1-866-301-5861,04/29/2015,04/29/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6G,1-877-550-3957,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A5M,1-877-550-3956,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A3X,1-888-486-0051,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A4S,1-888-399-9598,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6F,1-888-310-8165,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A5L,1-888-349-3640,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6E,1-888-349-5068,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A3W,1-888-349-4134,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A4R,1-888-349-5003,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JL,1-866-410-4834,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JN,1-866-410-4836,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JP,1-866-506-4915,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JS,1-866-510-9065,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A5K,1-888-708-8927,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6R,1-866-260-5394,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6Q,1-866-275-4889,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7N,1-877-471-2053,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6J,1-866-894-6026,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A5P,1-866-643-0426,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A3Z,1-866-236-3963,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A4V,1-866-301-3852,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A4Q,1-888-349-4203,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A3V,1-888-708-8926,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A73,1-866-565-3047,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A72,1-866-565-3046,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6Z,1-866-565-3026,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6Y,1-866-226-0238,06/22/2012,07/01/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6X,1-866-225-4399,06/22/2012,07/01/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6W,1-866-457-4676,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6V,1-866-270-6578,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6T,1-866-259-7537,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A6S,1-866-301-3845,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7F,1-866-534-1088,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7E,1-866-517-4868,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7D,1-866-516-0809,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7C,1-866-515-4567,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7B,1-866-515-2686,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A77,1-866-271-0964,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A76,1-866-227-0139,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A75,1-866-299-3689,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7X,1-866-218-3216,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7K,1-877-443-4164,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A85,1-866-220-4518,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5LV,1-866-516-6816,10/09/2014,10/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,42K,1-888-486-1285,04/29/2014,06/13/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,42P,1-888-529-0403,04/29/2014,06/13/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A84,1-866-218-3225,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A82,1-866-218-3221,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7A,1-866-514-5737,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A79,1-866-514-1515,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A78,1-866-271-7192,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7H,1-866-534-9783,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7J,1-877-443-4160,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7Y,1-866-218-3217,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7G,1-866-534-5217,07/23/2012,07/23/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7W,1-866-218-2331,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7V,1-877-471-2069,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7T,1-877-471-2065,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7S,1-877-471-2063,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7R,1-877-471-2061,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7Q,1-877-471-2058,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A7P,1-877-471-2056,07/03/2012,07/03/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A74,1-866-236-4035,06/22/2012,06/22/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,A4P,1-888-395-4624,06/06/2012,06/06/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,8NM,1-877-550-3955,05/12/2012,05/12/2012,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2PZ,1-866-284-5876,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,42G,1-888-486-0509,04/29/2014,06/13/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SB,1-866-444-6135,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SG,1-866-341-2335,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TD,1-866-387-7551,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TH,1-866-391-7637,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RG,1-866-295-4373,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2NF,1-866-207-7118,07/25/2013,07/25/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2NH,1-866-212-7276,07/25/2013,07/25/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SA,1-866-444-6128,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SF,1-866-451-6886,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SM,1-866-362-2271,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2NX,1-866-236-3963,07/25/2013,07/25/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SC,1-866-444-6137,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SD,1-866-449-1999,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SE,1-866-451-6110,07/24/2013,06/01/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2T7,1-866-383-7706,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2T8,1-866-383-7889,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TE,1-866-391-1043,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TF,1-866-391-2272,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TG,1-866-391-2723,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RD,1-866-295-1343,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RY,1-866-334-9273,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2S8,1-866-339-8264,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2S9,1-866-341-1771,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4G7,1-866-359-1171,07/14/2014,07/14/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27Q,1-866-524-7121,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27T,1-866-524-7808,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27V,1-866-537-0662,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,9PQ,1-866-314-5513,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,9PP,1-866-314-5335,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27U,1-866-537-0212,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4G6,1-866-357-0045,07/14/2014,07/14/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JE,1-866-299-3685,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JF,1-866-299-3686,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JG,1-866-299-3687,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JH,1-866-299-3688,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JJ,1-866-314-8674,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JK,1-866-314-8678,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JL,1-866-314-8679,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2JM,1-866-376-4472,05/29/2013,05/29/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,27S,1-866-524-7806,05/31/2013,05/31/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4G9,1-866-359-2522,07/14/2014,07/14/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4G8,1-866-359-2326,07/14/2014,07/14/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TA,1-866-384-9045,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2FE,1-866-375-0879,08/03/2015,08/03/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26A,1-866-443-5610,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26B,1-866-443-8658,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26C,1-866-443-8778,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26G,1-866-449-9965,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26L,1-866-451-7667,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,26S,1-866-503-8440,12/23/2014,12/23/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UJ,1-866-523-4256,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UA,1-866-851-4401,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UD,1-866-852-0272,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,5UH,1-866-916-0193,03/25/2015,03/25/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2DX,1-866-357-0045,08/03/2015,08/03/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2L4,1-866-230-6471,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2L5,1-866-236-4397,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,23B,1-800-874-0462,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2L6,1-866-239-4906,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2L9,1-866-239-5151,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2LA,1-866-240-8835,07/09/2015,07/09/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RV,1-866-314-5513,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RX,1-866-301-7245,07/23/2013,04/29/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2S5,1-866-339-3553,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SN,1-866-362-2882,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SP,1-866-362-3443,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SS,1-866-370-6069,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SU,1-866-370-6886,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SV,1-866-370-7224,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SW,1-866-370-7307,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2T6,1-866-383-7474,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2T9,1-866-383-8418,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38A,1-888-228-3141,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38B,1-888-228-3178,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38K,1-888-265-7154,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38N,1-888-265-9302,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38P,1-888-265-9306,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38T,1-888-279-6388,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SR,1-866-370-5919,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2ST,1-866-370-6116,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SX,1-866-370-7887,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SY,1-866-370-8220,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2SZ,1-866-383-2674,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TB,1-866-387-7547,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2TC,1-866-387-7549,07/24/2013,07/24/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2PE,1-866-270-6578,07/25/2013,07/25/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2RF,1-866-295-3824,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2S6,1-866-339-7482,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2S7,1-866-339-7516,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2PW,1-866-275-4889,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,2PY,1-866-284-5875,07/23/2013,07/23/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4AS,1-877-443-4148,07/10/2014,07/10/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4B8,1-800-890-0118,07/10/2014,07/10/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JT,1-866-511-5226,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JU,1-866-512-6721,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JW,1-866-516-3433,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JX,1-866-516-6245,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4JY,1-866-519-0263,08/22/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RP,1-866-313-1999,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RR,1-866-329-5829,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RT,1-866-336-0246,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38F,1-888-228-8103,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,38G,1-888-245-2307,06/17/2015,06/17/2015,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,4BM,1-877-470-6998,07/10/2014,07/10/2014,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RM,1-866-278-9334,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RV,1-866-408-7513,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RX,1-866-425-6481,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3RY,1-866-425-6522,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3S2,1-866-438-1526,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3S4,1-866-451-8904,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3S7,1-866-451-9559,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
880441,1-877-534-2025,3SH,1-866-465-7940,11/06/2013,11/06/2013,AARPMedicarePlans,N,,,,,,,,,,
